Season,Round,Age,Location,Replicate,% moisture,Wet weight g,Protein g/100g dry weight,Protein g/100g wet weight,fat g/100g dry weight,fat g/100g wet weight,fat mg/g dry weight,fat mg/g wet weight,total fat (g/cm2),protein g/cm2,No. of days,average dry weight accumulation (g/m2/day),average daily fat accumulation (g/m2/day),average daily protein accumulation (g/m2/day),dry weight,name,value
Spring/Summer,2,32,Berth G,A,89.2,38.4955,7.2,0.8,0.59,0.06,5.9,0.64,0.0013135445333333328,0.016029695999999996,32,0.13044999999999995,0.4104826666666665,5.009279999999999,4.1744,Fat~(g/m^2),13.135445333333328
Spring/Summer,2,32,Berth G,A,89.2,38.4955,7.2,0.8,0.59,0.06,5.9,0.64,0.0013135445333333328,0.016029695999999996,32,0.13044999999999995,0.4104826666666665,5.009279999999999,4.1744,Dry~weight~(g),4.1743999999999986
Spring/Summer,2,32,Berth G,A,89.2,38.4955,7.2,0.8,0.59,0.06,5.9,0.64,0.0013135445333333328,0.016029695999999996,32,0.13044999999999995,0.4104826666666665,5.009279999999999,4.1744,Protein~(g/m^2),160.29695999999996
Spring/Summer,2,32,Berth G,A,89.2,38.4955,7.2,0.8,0.59,0.06,5.9,0.64,0.0013135445333333328,0.016029695999999996,32,0.13044999999999995,0.4104826666666665,5.009279999999999,4.1744,EPA~(g/m^2),0.6180209072501043
Spring/Summer,2,32,Berth G,A,89.2,38.4955,7.2,0.8,0.59,0.06,5.9,0.64,0.0013135445333333328,0.016029695999999996,32,0.13044999999999995,0.4104826666666665,5.009279999999999,4.1744,SFA~(g/m^2),4.397375879043962
Spring/Summer,2,32,Berth G,A,89.2,38.4955,7.2,0.8,0.59,0.06,5.9,0.64,0.0013135445333333328,0.016029695999999996,32,0.13044999999999995,0.4104826666666665,5.009279999999999,4.1744,MUFA~(g/m^2),1.8268279021087828
Spring/Summer,2,32,Berth G,A,89.2,38.4955,7.2,0.8,0.59,0.06,5.9,0.64,0.0013135445333333328,0.016029695999999996,32,0.13044999999999995,0.4104826666666665,5.009279999999999,4.1744,PUFA~(g/m^2),1.9671919725689766
Spring/Summer,2,32,Berth G,A,89.2,38.4955,7.2,0.8,0.59,0.06,5.9,0.64,0.0013135445333333328,0.016029695999999996,32,0.13044999999999995,0.4104826666666665,5.009279999999999,4.1744,ω3~PUFA~(g/m^2),1.3963082531599813
Spring/Summer,2,32,Berth G,B,88.5,39.6104,7.9,0.9,0.63,0.07,6.3,0.73,0.0015362592000000002,0.019264202666666667,32,0.14288125000000002,0.48008100000000004,6.020063333333334,4.5722,Fat~(g/m^2),15.362592000000001
Spring/Summer,2,32,Berth G,B,88.5,39.6104,7.9,0.9,0.63,0.07,6.3,0.73,0.0015362592000000002,0.019264202666666667,32,0.14288125000000002,0.48008100000000004,6.020063333333334,4.5722,Dry~weight~(g),4.5722000000000005
Spring/Summer,2,32,Berth G,B,88.5,39.6104,7.9,0.9,0.63,0.07,6.3,0.73,0.0015362592000000002,0.019264202666666667,32,0.14288125000000002,0.48008100000000004,6.020063333333334,4.5722,Protein~(g/m^2),192.64202666666668
Spring/Summer,2,32,Berth G,B,88.5,39.6104,7.9,0.9,0.63,0.07,6.3,0.73,0.0015362592000000002,0.019264202666666667,32,0.14288125000000002,0.48008100000000004,6.020063333333334,4.5722,EPA~(g/m^2),0.725154207372081
Spring/Summer,2,32,Berth G,B,88.5,39.6104,7.9,0.9,0.63,0.07,6.3,0.73,0.0015362592000000002,0.019264202666666667,32,0.14288125000000002,0.48008100000000004,6.020063333333334,4.5722,SFA~(g/m^2),5.373515584119896
Spring/Summer,2,32,Berth G,B,88.5,39.6104,7.9,0.9,0.63,0.07,6.3,0.73,0.0015362592000000002,0.019264202666666667,32,0.14288125000000002,0.48008100000000004,6.020063333333334,4.5722,MUFA~(g/m^2),2.157026498200004
Spring/Summer,2,32,Berth G,B,88.5,39.6104,7.9,0.9,0.63,0.07,6.3,0.73,0.0015362592000000002,0.019264202666666667,32,0.14288125000000002,0.48008100000000004,6.020063333333334,4.5722,PUFA~(g/m^2),2.28485029068593
Spring/Summer,2,32,Berth G,B,88.5,39.6104,7.9,0.9,0.63,0.07,6.3,0.73,0.0015362592000000002,0.019264202666666667,32,0.14288125000000002,0.48008100000000004,6.020063333333334,4.5722,ω3~PUFA~(g/m^2),1.5781322072300883
Spring/Summer,2,32,Berth G,C,82.9,24.0424,4.9,0.8,0.51,0.09,5.1,0.87,0.0011201776000000004,0.010762490666666671,32,0.12869687500000004,0.35005550000000013,3.363278333333335,4.1183,Fat~(g/m^2),11.201776000000004
Spring/Summer,2,32,Berth G,C,82.9,24.0424,4.9,0.8,0.51,0.09,5.1,0.87,0.0011201776000000004,0.010762490666666671,32,0.12869687500000004,0.35005550000000013,3.363278333333335,4.1183,Dry~weight~(g),4.118300000000001
Spring/Summer,2,32,Berth G,C,82.9,24.0424,4.9,0.8,0.51,0.09,5.1,0.87,0.0011201776000000004,0.010762490666666671,32,0.12869687500000004,0.35005550000000013,3.363278333333335,4.1183,Protein~(g/m^2),107.62490666666672
Spring/Summer,2,32,Berth G,C,82.9,24.0424,4.9,0.8,0.51,0.09,5.1,0.87,0.0011201776000000004,0.010762490666666671,32,0.12869687500000004,0.35005550000000013,3.363278333333335,4.1183,EPA~(g/m^2),0.5696889010807403
Spring/Summer,2,32,Berth G,C,82.9,24.0424,4.9,0.8,0.51,0.09,5.1,0.87,0.0011201776000000004,0.010762490666666671,32,0.12869687500000004,0.35005550000000013,3.363278333333335,4.1183,SFA~(g/m^2),3.81068466488539
Spring/Summer,2,32,Berth G,C,82.9,24.0424,4.9,0.8,0.51,0.09,5.1,0.87,0.0011201776000000004,0.010762490666666671,32,0.12869687500000004,0.35005550000000013,3.363278333333335,4.1183,MUFA~(g/m^2),1.6707907302008587
Spring/Summer,2,32,Berth G,C,82.9,24.0424,4.9,0.8,0.51,0.09,5.1,0.87,0.0011201776000000004,0.010762490666666671,32,0.12869687500000004,0.35005550000000013,3.363278333333335,4.1183,PUFA~(g/m^2),1.7428919817438904
Spring/Summer,2,32,Berth G,C,82.9,24.0424,4.9,0.8,0.51,0.09,5.1,0.87,0.0011201776000000004,0.010762490666666671,32,0.12869687500000004,0.35005550000000013,3.363278333333335,4.1183,ω3~PUFA~(g/m^2),1.162521413767886
Spring/Summer,2,54,Berth C,A,91,139.6342,20.6,1.9,0.74,0.07,7.4,0.67,0.0048530581333333335,0.13509864533333335,54,0.22771481481481481,0.8987144691358026,25.01826765432099,12.2966,Fat~(g/m^2),48.53058133333334
Spring/Summer,2,54,Berth C,A,91,139.6342,20.6,1.9,0.74,0.07,7.4,0.67,0.0048530581333333335,0.13509864533333335,54,0.22771481481481481,0.8987144691358026,25.01826765432099,12.2966,Dry~weight~(g),12.2966
Spring/Summer,2,54,Berth C,A,91,139.6342,20.6,1.9,0.74,0.07,7.4,0.67,0.0048530581333333335,0.13509864533333335,54,0.22771481481481481,0.8987144691358026,25.01826765432099,12.2966,Protein~(g/m^2),1350.9864533333334
Spring/Summer,2,54,Berth C,A,91,139.6342,20.6,1.9,0.74,0.07,7.4,0.67,0.0048530581333333335,0.13509864533333335,54,0.22771481481481481,0.8987144691358026,25.01826765432099,12.2966,EPA~(g/m^2),3.872397327154394
Spring/Summer,2,54,Berth C,A,91,139.6342,20.6,1.9,0.74,0.07,7.4,0.67,0.0048530581333333335,0.13509864533333335,54,0.22771481481481481,0.8987144691358026,25.01826765432099,12.2966,SFA~(g/m^2),13.208747282923637
Spring/Summer,2,54,Berth C,A,91,139.6342,20.6,1.9,0.74,0.07,7.4,0.67,0.0048530581333333335,0.13509864533333335,54,0.22771481481481481,0.8987144691358026,25.01826765432099,12.2966,MUFA~(g/m^2),5.409739066034689
Spring/Summer,2,54,Berth C,A,91,139.6342,20.6,1.9,0.74,0.07,7.4,0.67,0.0048530581333333335,0.13509864533333335,54,0.22771481481481481,0.8987144691358026,25.01826765432099,12.2966,PUFA~(g/m^2),12.41877822818414
Spring/Summer,2,54,Berth C,A,91,139.6342,20.6,1.9,0.74,0.07,7.4,0.67,0.0048530581333333335,0.13509864533333335,54,0.22771481481481481,0.8987144691358026,25.01826765432099,12.2966,ω3~PUFA~(g/m^2),10.014019488021265
Spring/Summer,2,54,Berth C,B,92.5,137.0848,7.2,0.5,0.85,0.06,8.5,0.64,0.004809866666666666,0.04074239999999999,54,0.19648148148148145,0.8907160493827159,7.544888888888887,10.61,Fat~(g/m^2),48.09866666666666
Spring/Summer,2,54,Berth C,B,92.5,137.0848,7.2,0.5,0.85,0.06,8.5,0.64,0.004809866666666666,0.04074239999999999,54,0.19648148148148145,0.8907160493827159,7.544888888888887,10.61,Dry~weight~(g),10.609999999999998
Spring/Summer,2,54,Berth C,B,92.5,137.0848,7.2,0.5,0.85,0.06,8.5,0.64,0.004809866666666666,0.04074239999999999,54,0.19648148148148145,0.8907160493827159,7.544888888888887,10.61,Protein~(g/m^2),407.4239999999999
Spring/Summer,2,54,Berth C,B,92.5,137.0848,7.2,0.5,0.85,0.06,8.5,0.64,0.004809866666666666,0.04074239999999999,54,0.19648148148148145,0.8907160493827159,7.544888888888887,10.61,EPA~(g/m^2),3.382818570727666
Spring/Summer,2,54,Berth C,B,92.5,137.0848,7.2,0.5,0.85,0.06,8.5,0.64,0.004809866666666666,0.04074239999999999,54,0.19648148148148145,0.8907160493827159,7.544888888888887,10.61,SFA~(g/m^2),14.59609331028744
Spring/Summer,2,54,Berth C,B,92.5,137.0848,7.2,0.5,0.85,0.06,8.5,0.64,0.004809866666666666,0.04074239999999999,54,0.19648148148148145,0.8907160493827159,7.544888888888887,10.61,MUFA~(g/m^2),5.677753442005413
Spring/Summer,2,54,Berth C,B,92.5,137.0848,7.2,0.5,0.85,0.06,8.5,0.64,0.004809866666666666,0.04074239999999999,54,0.19648148148148145,0.8907160493827159,7.544888888888887,10.61,PUFA~(g/m^2),14.111735196751436
Spring/Summer,2,54,Berth C,B,92.5,137.0848,7.2,0.5,0.85,0.06,8.5,0.64,0.004809866666666666,0.04074239999999999,54,0.19648148148148145,0.8907160493827159,7.544888888888887,10.61,ω3~PUFA~(g/m^2),9.302751069501083
Spring/Summer,2,54,Berth C,C,89.4,149.3096,22.7,2.4,0.61,0.07,6.1,0.65,0.005131319999999999,0.19095239999999997,54,0.2920833333333333,0.9502444444444442,35.36155555555555,15.7725,Fat~(g/m^2),51.31319999999999
Spring/Summer,2,54,Berth C,C,89.4,149.3096,22.7,2.4,0.61,0.07,6.1,0.65,0.005131319999999999,0.19095239999999997,54,0.2920833333333333,0.9502444444444442,35.36155555555555,15.7725,Dry~weight~(g),15.772499999999997
Spring/Summer,2,54,Berth C,C,89.4,149.3096,22.7,2.4,0.61,0.07,6.1,0.65,0.005131319999999999,0.19095239999999997,54,0.2920833333333333,0.9502444444444442,35.36155555555555,15.7725,Protein~(g/m^2),1909.5239999999997
Spring/Summer,2,54,Berth C,C,89.4,149.3096,22.7,2.4,0.61,0.07,6.1,0.65,0.005131319999999999,0.19095239999999997,54,0.2920833333333333,0.9502444444444442,35.36155555555555,15.7725,EPA~(g/m^2),4.4689208701907335
Spring/Summer,2,54,Berth C,C,89.4,149.3096,22.7,2.4,0.61,0.07,6.1,0.65,0.005131319999999999,0.19095239999999997,54,0.2920833333333333,0.9502444444444442,35.36155555555555,15.7725,SFA~(g/m^2),14.035721844154605
Spring/Summer,2,54,Berth C,C,89.4,149.3096,22.7,2.4,0.61,0.07,6.1,0.65,0.005131319999999999,0.19095239999999997,54,0.2920833333333333,0.9502444444444442,35.36155555555555,15.7725,MUFA~(g/m^2),5.490979624762132
Spring/Summer,2,54,Berth C,C,89.4,149.3096,22.7,2.4,0.61,0.07,6.1,0.65,0.005131319999999999,0.19095239999999997,54,0.2920833333333333,0.9502444444444442,35.36155555555555,15.7725,PUFA~(g/m^2),13.853654697591274
Spring/Summer,2,54,Berth C,C,89.4,149.3096,22.7,2.4,0.61,0.07,6.1,0.65,0.005131319999999999,0.19095239999999997,54,0.2920833333333333,0.9502444444444442,35.36155555555555,15.7725,ω3~PUFA~(g/m^2),11.139199057919862
Spring/Summer,2,54,Berth G,A,92.4,184.5701,14.2,1.1,0.79,0.06,7.9,0.6,0.005954240533333333,0.10702558933333331,54,0.2617018518518518,1.1026371358024691,19.819553580246907,14.1319,Fat~(g/m^2),59.54240533333333
Spring/Summer,2,54,Berth G,A,92.4,184.5701,14.2,1.1,0.79,0.06,7.9,0.6,0.005954240533333333,0.10702558933333331,54,0.2617018518518518,1.1026371358024691,19.819553580246907,14.1319,Dry~weight~(g),14.131899999999998
Spring/Summer,2,54,Berth G,A,92.4,184.5701,14.2,1.1,0.79,0.06,7.9,0.6,0.005954240533333333,0.10702558933333331,54,0.2617018518518518,1.1026371358024691,19.819553580246907,14.1319,Protein~(g/m^2),1070.255893333333
Spring/Summer,2,54,Berth G,A,92.4,184.5701,14.2,1.1,0.79,0.06,7.9,0.6,0.005954240533333333,0.10702558933333331,54,0.2617018518518518,1.1026371358024691,19.819553580246907,14.1319,EPA~(g/m^2),5.745851605633681
Spring/Summer,2,54,Berth G,A,92.4,184.5701,14.2,1.1,0.79,0.06,7.9,0.6,0.005954240533333333,0.10702558933333331,54,0.2617018518518518,1.1026371358024691,19.819553580246907,14.1319,SFA~(g/m^2),16.193725108544257
Spring/Summer,2,54,Berth G,A,92.4,184.5701,14.2,1.1,0.79,0.06,7.9,0.6,0.005954240533333333,0.10702558933333331,54,0.2617018518518518,1.1026371358024691,19.819553580246907,14.1319,MUFA~(g/m^2),6.933327604131308
Spring/Summer,2,54,Berth G,A,92.4,184.5701,14.2,1.1,0.79,0.06,7.9,0.6,0.005954240533333333,0.10702558933333331,54,0.2617018518518518,1.1026371358024691,19.819553580246907,14.1319,PUFA~(g/m^2),17.275860494271935
Spring/Summer,2,54,Berth G,A,92.4,184.5701,14.2,1.1,0.79,0.06,7.9,0.6,0.005954240533333333,0.10702558933333331,54,0.2617018518518518,1.1026371358024691,19.819553580246907,14.1319,ω3~PUFA~(g/m^2),13.081388822159349
Spring/Summer,2,54,Berth G,B,91,186.8953,21.7,1.9,0.67,0.06,6.7,0.6,0.006084207466666668,0.19705567466666668,54,0.3153092592592593,1.1267050864197534,36.49179160493828,17.0267,Fat~(g/m^2),60.84207466666668
Spring/Summer,2,54,Berth G,B,91,186.8953,21.7,1.9,0.67,0.06,6.7,0.6,0.006084207466666668,0.19705567466666668,54,0.3153092592592593,1.1267050864197534,36.49179160493828,17.0267,Dry~weight~(g),17.0267
Spring/Summer,2,54,Berth G,B,91,186.8953,21.7,1.9,0.67,0.06,6.7,0.6,0.006084207466666668,0.19705567466666668,54,0.3153092592592593,1.1267050864197534,36.49179160493828,17.0267,Protein~(g/m^2),1970.5567466666669
Spring/Summer,2,54,Berth G,B,91,186.8953,21.7,1.9,0.67,0.06,6.7,0.6,0.006084207466666668,0.19705567466666668,54,0.3153092592592593,1.1267050864197534,36.49179160493828,17.0267,EPA~(g/m^2),5.518905900942263
Spring/Summer,2,54,Berth G,B,91,186.8953,21.7,1.9,0.67,0.06,6.7,0.6,0.006084207466666668,0.19705567466666668,54,0.3153092592592593,1.1267050864197534,36.49179160493828,17.0267,SFA~(g/m^2),15.755743749061706
Spring/Summer,2,54,Berth G,B,91,186.8953,21.7,1.9,0.67,0.06,6.7,0.6,0.006084207466666668,0.19705567466666668,54,0.3153092592592593,1.1267050864197534,36.49179160493828,17.0267,MUFA~(g/m^2),6.881538419847476
Spring/Summer,2,54,Berth G,B,91,186.8953,21.7,1.9,0.67,0.06,6.7,0.6,0.006084207466666668,0.19705567466666668,54,0.3153092592592593,1.1267050864197534,36.49179160493828,17.0267,PUFA~(g/m^2),16.161114713467207
Spring/Summer,2,54,Berth G,B,91,186.8953,21.7,1.9,0.67,0.06,6.7,0.6,0.006084207466666668,0.19705567466666668,54,0.3153092592592593,1.1267050864197534,36.49179160493828,17.0267,ω3~PUFA~(g/m^2),12.91814699822326
Spring/Summer,2,54,Berth G,C,94,351.304,8.1,0.5,0.88,0.05,8.8,0.53,0.0098888064,0.091021968,54,0.3901833333333333,1.8312604444444445,16.855919999999998,21.0699,Fat~(g/m^2),98.888064
Spring/Summer,2,54,Berth G,C,94,351.304,8.1,0.5,0.88,0.05,8.8,0.53,0.0098888064,0.091021968,54,0.3901833333333333,1.8312604444444445,16.855919999999998,21.0699,Dry~weight~(g),21.0699
Spring/Summer,2,54,Berth G,C,94,351.304,8.1,0.5,0.88,0.05,8.8,0.53,0.0098888064,0.091021968,54,0.3901833333333333,1.8312604444444445,16.855919999999998,21.0699,Protein~(g/m^2),910.2196799999999
Spring/Summer,2,54,Berth G,C,94,351.304,8.1,0.5,0.88,0.05,8.8,0.53,0.0098888064,0.091021968,54,0.3901833333333333,1.8312604444444445,16.855919999999998,21.0699,EPA~(g/m^2),9.585845033714037
Spring/Summer,2,54,Berth G,C,94,351.304,8.1,0.5,0.88,0.05,8.8,0.53,0.0098888064,0.091021968,54,0.3901833333333333,1.8312604444444445,16.855919999999998,21.0699,SFA~(g/m^2),30.983669361037695
Spring/Summer,2,54,Berth G,C,94,351.304,8.1,0.5,0.88,0.05,8.8,0.53,0.0098888064,0.091021968,54,0.3901833333333333,1.8312604444444445,16.855919999999998,21.0699,MUFA~(g/m^2),12.51705384567618
Spring/Summer,2,54,Berth G,C,94,351.304,8.1,0.5,0.88,0.05,8.8,0.53,0.0098888064,0.091021968,54,0.3901833333333333,1.8312604444444445,16.855919999999998,21.0699,PUFA~(g/m^2),27.735573109944497
Spring/Summer,2,54,Berth G,C,94,351.304,8.1,0.5,0.88,0.05,8.8,0.53,0.0098888064,0.091021968,54,0.3901833333333333,1.8312604444444445,16.855919999999998,21.0699,ω3~PUFA~(g/m^2),17.753618777316664
Autumn/Winter,1,13,Berth C,A,97.6,7.0806,2.5,0.1,0.3,0.01,3,0.07,2.663999999999987e-5,2.2199999999999895e-4,13,0.012807692307692246,0.02049230769230759,0.17076923076922995,0.1665,Fat~(g/m^2),0.2663999999999987
Autumn/Winter,1,13,Berth C,A,97.6,7.0806,2.5,0.1,0.3,0.01,3,0.07,2.663999999999987e-5,2.2199999999999895e-4,13,0.012807692307692246,0.02049230769230759,0.17076923076922995,0.1665,Dry~weight~(g),0.1664999999999992
Autumn/Winter,1,13,Berth C,A,97.6,7.0806,2.5,0.1,0.3,0.01,3,0.07,2.663999999999987e-5,2.2199999999999895e-4,13,0.012807692307692246,0.02049230769230759,0.17076923076922995,0.1665,Protein~(g/m^2),2.2199999999999895
Autumn/Winter,1,13,Berth C,A,97.6,7.0806,2.5,0.1,0.3,0.01,3,0.07,2.663999999999987e-5,2.2199999999999895e-4,13,0.012807692307692246,0.02049230769230759,0.17076923076922995,0.1665,EPA~(g/m^2),0.0067752436837053695
Autumn/Winter,1,13,Berth C,A,97.6,7.0806,2.5,0.1,0.3,0.01,3,0.07,2.663999999999987e-5,2.2199999999999895e-4,13,0.012807692307692246,0.02049230769230759,0.17076923076922995,0.1665,SFA~(g/m^2),0.10745113029626484
Autumn/Winter,1,13,Berth C,A,97.6,7.0806,2.5,0.1,0.3,0.01,3,0.07,2.663999999999987e-5,2.2199999999999895e-4,13,0.012807692307692246,0.02049230769230759,0.17076923076922995,0.1665,MUFA~(g/m^2),0.050539083353139745
Autumn/Winter,1,13,Berth C,A,97.6,7.0806,2.5,0.1,0.3,0.01,3,0.07,2.663999999999987e-5,2.2199999999999895e-4,13,0.012807692307692246,0.02049230769230759,0.17076923076922995,0.1665,PUFA~(g/m^2),0.02638110509342778
Autumn/Winter,1,13,Berth C,A,97.6,7.0806,2.5,0.1,0.3,0.01,3,0.07,2.663999999999987e-5,2.2199999999999895e-4,13,0.012807692307692246,0.02049230769230759,0.17076923076922995,0.1665,ω3~PUFA~(g/m^2),0.013402278911829681
Autumn/Winter,1,13,Berth C,B,99,11.5402,1.5,0,0.16,0,1.6,0.02,9.710933333333288e-6,9.103999999999956e-5,13,0.008753846153846112,0.007469948717948683,0.0700307692307689,0.1138,Fat~(g/m^2),0.09710933333333288
Autumn/Winter,1,13,Berth C,B,99,11.5402,1.5,0,0.16,0,1.6,0.02,9.710933333333288e-6,9.103999999999956e-5,13,0.008753846153846112,0.007469948717948683,0.0700307692307689,0.1138,Dry~weight~(g),0.11379999999999946
Autumn/Winter,1,13,Berth C,B,99,11.5402,1.5,0,0.16,0,1.6,0.02,9.710933333333288e-6,9.103999999999956e-5,13,0.008753846153846112,0.007469948717948683,0.0700307692307689,0.1138,Protein~(g/m^2),0.9103999999999957
Autumn/Winter,1,13,Berth C,B,99,11.5402,1.5,0,0.16,0,1.6,0.02,9.710933333333288e-6,9.103999999999956e-5,13,0.008753846153846112,0.007469948717948683,0.0700307692307689,0.1138,EPA~(g/m^2),0.0028652495840983437
Autumn/Winter,1,13,Berth C,B,99,11.5402,1.5,0,0.16,0,1.6,0.02,9.710933333333288e-6,9.103999999999956e-5,13,0.008753846153846112,0.007469948717948683,0.0700307692307689,0.1138,SFA~(g/m^2),0.03723275675768876
Autumn/Winter,1,13,Berth C,B,99,11.5402,1.5,0,0.16,0,1.6,0.02,9.710933333333288e-6,9.103999999999956e-5,13,0.008753846153846112,0.007469948717948683,0.0700307692307689,0.1138,MUFA~(g/m^2),0.01707533873766716
Autumn/Winter,1,13,Berth C,B,99,11.5402,1.5,0,0.16,0,1.6,0.02,9.710933333333288e-6,9.103999999999956e-5,13,0.008753846153846112,0.007469948717948683,0.0700307692307689,0.1138,PUFA~(g/m^2),0.011917889486290141
Autumn/Winter,1,13,Berth C,B,99,11.5402,1.5,0,0.16,0,1.6,0.02,9.710933333333288e-6,9.103999999999956e-5,13,0.008753846153846112,0.007469948717948683,0.0700307692307689,0.1138,ω3~PUFA~(g/m^2),0.005660803908042944
Autumn/Winter,1,13,Berth C,C,97.8,9.5388,1.8,0,0.23,0.01,2.3,0.05,2.609119999999999e-5,2.041919999999999e-4,13,0.01636153846153845,0.020070153846153835,0.15707076923076915,0.2127,Fat~(g/m^2),0.26091199999999987
Autumn/Winter,1,13,Berth C,C,97.8,9.5388,1.8,0,0.23,0.01,2.3,0.05,2.609119999999999e-5,2.041919999999999e-4,13,0.01636153846153845,0.020070153846153835,0.15707076923076915,0.2127,Dry~weight~(g),0.2126999999999999
Autumn/Winter,1,13,Berth C,C,97.8,9.5388,1.8,0,0.23,0.01,2.3,0.05,2.609119999999999e-5,2.041919999999999e-4,13,0.01636153846153845,0.020070153846153835,0.15707076923076915,0.2127,Protein~(g/m^2),2.041919999999999
Autumn/Winter,1,13,Berth C,C,97.8,9.5388,1.8,0,0.23,0.01,2.3,0.05,2.609119999999999e-5,2.041919999999999e-4,13,0.01636153846153845,0.020070153846153835,0.15707076923076915,0.2127,EPA~(g/m^2),0.008987944800322768
Autumn/Winter,1,13,Berth C,C,97.8,9.5388,1.8,0,0.23,0.01,2.3,0.05,2.609119999999999e-5,2.041919999999999e-4,13,0.01636153846153845,0.020070153846153835,0.15707076923076915,0.2127,SFA~(g/m^2),0.09719236672712663
Autumn/Winter,1,13,Berth C,C,97.8,9.5388,1.8,0,0.23,0.01,2.3,0.05,2.609119999999999e-5,2.041919999999999e-4,13,0.01636153846153845,0.020070153846153835,0.15707076923076915,0.2127,MUFA~(g/m^2),0.044204346699769234
Autumn/Winter,1,13,Berth C,C,97.8,9.5388,1.8,0,0.23,0.01,2.3,0.05,2.609119999999999e-5,2.041919999999999e-4,13,0.01636153846153845,0.020070153846153835,0.15707076923076915,0.2127,PUFA~(g/m^2),0.03488956754307109
Autumn/Winter,1,13,Berth C,C,97.8,9.5388,1.8,0,0.23,0.01,2.3,0.05,2.609119999999999e-5,2.041919999999999e-4,13,0.01636153846153845,0.020070153846153835,0.15707076923076915,0.2127,ω3~PUFA~(g/m^2),0.018445713987935132
Autumn/Winter,1,13,Berth G,A,98.1,9.9704,3.6,0.1,0.23,0,2.3,0.05,2.356426666666666e-5,3.6883199999999993e-4,13,0.014776923076923073,0.01812635897435897,0.28371692307692303,0.1921,Fat~(g/m^2),0.2356426666666666
Autumn/Winter,1,13,Berth G,A,98.1,9.9704,3.6,0.1,0.23,0,2.3,0.05,2.356426666666666e-5,3.6883199999999993e-4,13,0.014776923076923073,0.01812635897435897,0.28371692307692303,0.1921,Dry~weight~(g),0.19209999999999994
Autumn/Winter,1,13,Berth G,A,98.1,9.9704,3.6,0.1,0.23,0,2.3,0.05,2.356426666666666e-5,3.6883199999999993e-4,13,0.014776923076923073,0.01812635897435897,0.28371692307692303,0.1921,Protein~(g/m^2),3.688319999999999
Autumn/Winter,1,13,Berth G,A,98.1,9.9704,3.6,0.1,0.23,0,2.3,0.05,2.356426666666666e-5,3.6883199999999993e-4,13,0.014776923076923073,0.01812635897435897,0.28371692307692303,0.1921,EPA~(g/m^2),0.00808823311903948
Autumn/Winter,1,13,Berth G,A,98.1,9.9704,3.6,0.1,0.23,0,2.3,0.05,2.356426666666666e-5,3.6883199999999993e-4,13,0.014776923076923073,0.01812635897435897,0.28371692307692303,0.1921,SFA~(g/m^2),0.09409311195149257
Autumn/Winter,1,13,Berth G,A,98.1,9.9704,3.6,0.1,0.23,0,2.3,0.05,2.356426666666666e-5,3.6883199999999993e-4,13,0.014776923076923073,0.01812635897435897,0.28371692307692303,0.1921,MUFA~(g/m^2),0.044985982300181485
Autumn/Winter,1,13,Berth G,A,98.1,9.9704,3.6,0.1,0.23,0,2.3,0.05,2.356426666666666e-5,3.6883199999999993e-4,13,0.014776923076923073,0.01812635897435897,0.28371692307692303,0.1921,PUFA~(g/m^2),0.02873248527049262
Autumn/Winter,1,13,Berth G,A,98.1,9.9704,3.6,0.1,0.23,0,2.3,0.05,2.356426666666666e-5,3.6883199999999993e-4,13,0.014776923076923073,0.01812635897435897,0.28371692307692303,0.1921,ω3~PUFA~(g/m^2),0.014616592707978486
Autumn/Winter,1,13,Berth G,B,98.6,14.1524,2,0,0.11,0,1.1,0.02,1.1504533333333304e-5,2.091733333333328e-4,13,0.015084615384615346,0.008849641025641003,0.1609025641025637,0.1961,Fat~(g/m^2),0.11504533333333304
Autumn/Winter,1,13,Berth G,B,98.6,14.1524,2,0,0.11,0,1.1,0.02,1.1504533333333304e-5,2.091733333333328e-4,13,0.015084615384615346,0.008849641025641003,0.1609025641025637,0.1961,Dry~weight~(g),0.1960999999999995
Autumn/Winter,1,13,Berth G,B,98.6,14.1524,2,0,0.11,0,1.1,0.02,1.1504533333333304e-5,2.091733333333328e-4,13,0.015084615384615346,0.008849641025641003,0.1609025641025637,0.1961,Protein~(g/m^2),2.091733333333328
Autumn/Winter,1,13,Berth G,B,98.6,14.1524,2,0,0.11,0,1.1,0.02,1.1504533333333304e-5,2.091733333333328e-4,13,0.015084615384615346,0.008849641025641003,0.1609025641025637,0.1961,EPA~(g/m^2),0.0016184795066254704
Autumn/Winter,1,13,Berth G,B,98.6,14.1524,2,0,0.11,0,1.1,0.02,1.1504533333333304e-5,2.091733333333328e-4,13,0.015084615384615346,0.008849641025641003,0.1609025641025637,0.1961,SFA~(g/m^2),0.05356215120161704
Autumn/Winter,1,13,Berth G,B,98.6,14.1524,2,0,0.11,0,1.1,0.02,1.1504533333333304e-5,2.091733333333328e-4,13,0.015084615384615346,0.008849641025641003,0.1609025641025637,0.1961,MUFA~(g/m^2),0.022811040575733098
Autumn/Winter,1,13,Berth G,B,98.6,14.1524,2,0,0.11,0,1.1,0.02,1.1504533333333304e-5,2.091733333333328e-4,13,0.015084615384615346,0.008849641025641003,0.1609025641025637,0.1961,PUFA~(g/m^2),0.008225684080731804
