Season,Round,Age,Location,Replicate,% moisture,Wet weight g,Protein g/100g dry weight,Protein g/100g wet weight,fat g/100g dry weight,fat g/100g wet weight,fat mg/g dry weight,fat mg/g wet weight,total fat (g/cm2),protein g/cm2,No. of days,average dry weight accumulation (g/m2/day),average daily fat accumulation (g/m2/day),average daily protein accumulation (g/m2/day),dry weight,name,value
Spring/Summer,1,54,Berth C,B,87.8,121.9032,14.6,1.8,0.61,0.07,6.1,0.75,0.004881659199999999,0.116839712,54,0.2778722222222222,0.9040109629629628,21.636983703703706,15.0051,Dry~weight~(g),15.005099999999999
Spring/Summer,1,54,Berth C,B,87.8,121.9032,14.6,1.8,0.61,0.07,6.1,0.75,0.004881659199999999,0.116839712,54,0.2778722222222222,0.9040109629629628,21.636983703703706,15.0051,Protein~(g/m^2),1168.39712
Spring/Summer,1,54,Berth C,B,87.8,121.9032,14.6,1.8,0.61,0.07,6.1,0.75,0.004881659199999999,0.116839712,54,0.2778722222222222,0.9040109629629628,21.636983703703706,15.0051,EPA~(g/m^2),3.7582605908072777
Spring/Summer,1,54,Berth C,B,87.8,121.9032,14.6,1.8,0.61,0.07,6.1,0.75,0.004881659199999999,0.116839712,54,0.2778722222222222,0.9040109629629628,21.636983703703706,15.0051,SFA~(g/m^2),14.598493482417018
Spring/Summer,1,54,Berth C,B,87.8,121.9032,14.6,1.8,0.61,0.07,6.1,0.75,0.004881659199999999,0.116839712,54,0.2778722222222222,0.9040109629629628,21.636983703703706,15.0051,MUFA~(g/m^2),6.373383585244009
Spring/Summer,1,54,Berth C,B,87.8,121.9032,14.6,1.8,0.61,0.07,6.1,0.75,0.004881659199999999,0.116839712,54,0.2778722222222222,0.9040109629629628,21.636983703703706,15.0051,PUFA~(g/m^2),11.466609656744287
Spring/Summer,1,54,Berth C,B,87.8,121.9032,14.6,1.8,0.61,0.07,6.1,0.75,0.004881659199999999,0.116839712,54,0.2778722222222222,0.9040109629629628,21.636983703703706,15.0051,ω3~PUFA~(g/m^2),8.43651205540592
Spring/Summer,1,54,Berth C,C,89.1,147.8908,11.6,1.3,0.66,0.07,6.6,0.72,0.0056886368,0.09998210133333332,54,0.2992759259259259,1.0534512592592593,18.51520395061728,16.1609,Fat~(g/m^2),56.886368
Spring/Summer,1,54,Berth C,C,89.1,147.8908,11.6,1.3,0.66,0.07,6.6,0.72,0.0056886368,0.09998210133333332,54,0.2992759259259259,1.0534512592592593,18.51520395061728,16.1609,Dry~weight~(g),16.160899999999998
Spring/Summer,1,54,Berth C,C,89.1,147.8908,11.6,1.3,0.66,0.07,6.6,0.72,0.0056886368,0.09998210133333332,54,0.2992759259259259,1.0534512592592593,18.51520395061728,16.1609,Protein~(g/m^2),999.8210133333332
Spring/Summer,1,54,Berth C,C,89.1,147.8908,11.6,1.3,0.66,0.07,6.6,0.72,0.0056886368,0.09998210133333332,54,0.2992759259259259,1.0534512592592593,18.51520395061728,16.1609,EPA~(g/m^2),4.100429702287257
Spring/Summer,1,54,Berth C,C,89.1,147.8908,11.6,1.3,0.66,0.07,6.6,0.72,0.0056886368,0.09998210133333332,54,0.2992759259259259,1.0534512592592593,18.51520395061728,16.1609,SFA~(g/m^2),17.517946894771672
Spring/Summer,1,54,Berth C,C,89.1,147.8908,11.6,1.3,0.66,0.07,6.6,0.72,0.0056886368,0.09998210133333332,54,0.2992759259259259,1.0534512592592593,18.51520395061728,16.1609,MUFA~(g/m^2),7.544790652208554
Spring/Summer,1,54,Berth C,C,89.1,147.8908,11.6,1.3,0.66,0.07,6.6,0.72,0.0056886368,0.09998210133333332,54,0.2992759259259259,1.0534512592592593,18.51520395061728,16.1609,PUFA~(g/m^2),12.911797529202317
Spring/Summer,1,54,Berth C,C,89.1,147.8908,11.6,1.3,0.66,0.07,6.6,0.72,0.0056886368,0.09998210133333332,54,0.2992759259259259,1.0534512592592593,18.51520395061728,16.1609,ω3~PUFA~(g/m^2),9.084729807067545
Spring/Summer,1,54,Berth G,A,92.2,219.3441,16.6,1.3,0.69,0.05,6.9,0.54,0.006178572799999999,0.14864392533333334,54,0.3109185185185184,1.144180148148148,27.526652839506173,16.7896,Fat~(g/m^2),61.785727999999985
Spring/Summer,1,54,Berth G,A,92.2,219.3441,16.6,1.3,0.69,0.05,6.9,0.54,0.006178572799999999,0.14864392533333334,54,0.3109185185185184,1.144180148148148,27.526652839506173,16.7896,Dry~weight~(g),16.789599999999997
Spring/Summer,1,54,Berth G,A,92.2,219.3441,16.6,1.3,0.69,0.05,6.9,0.54,0.006178572799999999,0.14864392533333334,54,0.3109185185185184,1.144180148148148,27.526652839506173,16.7896,Protein~(g/m^2),1486.4392533333335
Spring/Summer,1,54,Berth G,A,92.2,219.3441,16.6,1.3,0.69,0.05,6.9,0.54,0.006178572799999999,0.14864392533333334,54,0.3109185185185184,1.144180148148148,27.526652839506173,16.7896,EPA~(g/m^2),5.181222407230893
Spring/Summer,1,54,Berth G,A,92.2,219.3441,16.6,1.3,0.69,0.05,6.9,0.54,0.006178572799999999,0.14864392533333334,54,0.3109185185185184,1.144180148148148,27.526652839506173,16.7896,SFA~(g/m^2),18.06026096234768
Spring/Summer,1,54,Berth G,A,92.2,219.3441,16.6,1.3,0.69,0.05,6.9,0.54,0.006178572799999999,0.14864392533333334,54,0.3109185185185184,1.144180148148148,27.526652839506173,16.7896,MUFA~(g/m^2),7.850785571337479
Spring/Summer,1,54,Berth G,A,92.2,219.3441,16.6,1.3,0.69,0.05,6.9,0.54,0.006178572799999999,0.14864392533333334,54,0.3109185185185184,1.144180148148148,27.526652839506173,16.7896,PUFA~(g/m^2),14.601178193329726
Spring/Summer,1,54,Berth G,A,92.2,219.3441,16.6,1.3,0.69,0.05,6.9,0.54,0.006178572799999999,0.14864392533333334,54,0.3109185185185184,1.144180148148148,27.526652839506173,16.7896,ω3~PUFA~(g/m^2),10.554890218158933
Spring/Summer,1,54,Berth G,B,89.2,191.6764,20.2,2.2,0.54,0.06,5.4,0.58,0.005940460799999999,0.2222172373333333,54,0.381974074074074,1.1000853333333331,41.15134024691357,20.6266,Fat~(g/m^2),59.40460799999999
Spring/Summer,1,54,Berth G,B,89.2,191.6764,20.2,2.2,0.54,0.06,5.4,0.58,0.005940460799999999,0.2222172373333333,54,0.381974074074074,1.1000853333333331,41.15134024691357,20.6266,Dry~weight~(g),20.626599999999996
Spring/Summer,1,54,Berth G,B,89.2,191.6764,20.2,2.2,0.54,0.06,5.4,0.58,0.005940460799999999,0.2222172373333333,54,0.381974074074074,1.1000853333333331,41.15134024691357,20.6266,Protein~(g/m^2),2222.172373333333
Spring/Summer,1,54,Berth G,B,89.2,191.6764,20.2,2.2,0.54,0.06,5.4,0.58,0.005940460799999999,0.2222172373333333,54,0.381974074074074,1.1000853333333331,41.15134024691357,20.6266,EPA~(g/m^2),5.388516532330363
Spring/Summer,1,54,Berth G,B,89.2,191.6764,20.2,2.2,0.54,0.06,5.4,0.58,0.005940460799999999,0.2222172373333333,54,0.381974074074074,1.1000853333333331,41.15134024691357,20.6266,SFA~(g/m^2),15.9670253036947
Spring/Summer,1,54,Berth G,B,89.2,191.6764,20.2,2.2,0.54,0.06,5.4,0.58,0.005940460799999999,0.2222172373333333,54,0.381974074074074,1.1000853333333331,41.15134024691357,20.6266,MUFA~(g/m^2),7.638458523022687
Spring/Summer,1,54,Berth G,B,89.2,191.6764,20.2,2.2,0.54,0.06,5.4,0.58,0.005940460799999999,0.2222172373333333,54,0.381974074074074,1.1000853333333331,41.15134024691357,20.6266,PUFA~(g/m^2),14.218120815131343
Spring/Summer,1,54,Berth G,B,89.2,191.6764,20.2,2.2,0.54,0.06,5.4,0.58,0.005940460799999999,0.2222172373333333,54,0.381974074074074,1.1000853333333331,41.15134024691357,20.6266,ω3~PUFA~(g/m^2),10.781759833548737
Spring/Summer,1,54,Berth G,C,93.7,256.6128,13.3,0.8,0.77,0.05,7.7,0.48,0.0066254496000000005,0.11443958400000001,54,0.2987666666666667,1.226935111111111,21.19251555555556,16.1334,Fat~(g/m^2),66.254496
Spring/Summer,1,54,Berth G,C,93.7,256.6128,13.3,0.8,0.77,0.05,7.7,0.48,0.0066254496000000005,0.11443958400000001,54,0.2987666666666667,1.226935111111111,21.19251555555556,16.1334,Dry~weight~(g),16.1334
Spring/Summer,1,54,Berth G,C,93.7,256.6128,13.3,0.8,0.77,0.05,7.7,0.48,0.0066254496000000005,0.11443958400000001,54,0.2987666666666667,1.226935111111111,21.19251555555556,16.1334,Protein~(g/m^2),1144.3958400000001
Spring/Summer,1,54,Berth G,C,93.7,256.6128,13.3,0.8,0.77,0.05,7.7,0.48,0.0066254496000000005,0.11443958400000001,54,0.2987666666666667,1.226935111111111,21.19251555555556,16.1334,EPA~(g/m^2),5.654207640884781
Spring/Summer,1,54,Berth G,C,93.7,256.6128,13.3,0.8,0.77,0.05,7.7,0.48,0.0066254496000000005,0.11443958400000001,54,0.2987666666666667,1.226935111111111,21.19251555555556,16.1334,SFA~(g/m^2),20.090932196863495
Spring/Summer,1,54,Berth G,C,93.7,256.6128,13.3,0.8,0.77,0.05,7.7,0.48,0.0066254496000000005,0.11443958400000001,54,0.2987666666666667,1.226935111111111,21.19251555555556,16.1334,MUFA~(g/m^2),8.111410026876765
Spring/Summer,1,54,Berth G,C,93.7,256.6128,13.3,0.8,0.77,0.05,7.7,0.48,0.0066254496000000005,0.11443958400000001,54,0.2987666666666667,1.226935111111111,21.19251555555556,16.1334,PUFA~(g/m^2),17.24269115159537
Spring/Summer,1,54,Berth G,C,93.7,256.6128,13.3,0.8,0.77,0.05,7.7,0.48,0.0066254496000000005,0.11443958400000001,54,0.2987666666666667,1.226935111111111,21.19251555555556,16.1334,ω3~PUFA~(g/m^2),11.218582076260178
Spring/Summer,2,13,Berth C,A,95.1,10.3685,5.5,0.3,0.8,0.04,8,0.39,2.1661866666666658e-4,0.0014892533333333328,13,0.03905384615384614,0.1666297435897435,1.1455794871794867,0.5077,Fat~(g/m^2),2.1661866666666656
Spring/Summer,2,13,Berth C,A,95.1,10.3685,5.5,0.3,0.8,0.04,8,0.39,2.1661866666666658e-4,0.0014892533333333328,13,0.03905384615384614,0.1666297435897435,1.1455794871794867,0.5077,Dry~weight~(g),0.5076999999999998
Spring/Summer,2,13,Berth C,A,95.1,10.3685,5.5,0.3,0.8,0.04,8,0.39,2.1661866666666658e-4,0.0014892533333333328,13,0.03905384615384614,0.1666297435897435,1.1455794871794867,0.5077,Protein~(g/m^2),14.892533333333327
Spring/Summer,2,13,Berth C,A,95.1,10.3685,5.5,0.3,0.8,0.04,8,0.39,2.1661866666666658e-4,0.0014892533333333328,13,0.03905384615384614,0.1666297435897435,1.1455794871794867,0.5077,EPA~(g/m^2),0.08700677359228473
Spring/Summer,2,13,Berth C,A,95.1,10.3685,5.5,0.3,0.8,0.04,8,0.39,2.1661866666666658e-4,0.0014892533333333328,13,0.03905384615384614,0.1666297435897435,1.1455794871794867,0.5077,SFA~(g/m^2),0.8470979476944842
Spring/Summer,2,13,Berth C,A,95.1,10.3685,5.5,0.3,0.8,0.04,8,0.39,2.1661866666666658e-4,0.0014892533333333328,13,0.03905384615384614,0.1666297435897435,1.1455794871794867,0.5077,MUFA~(g/m^2),0.3668205574650724
Spring/Summer,2,13,Berth C,A,95.1,10.3685,5.5,0.3,0.8,0.04,8,0.39,2.1661866666666658e-4,0.0014892533333333328,13,0.03905384615384614,0.1666297435897435,1.1455794871794867,0.5077,PUFA~(g/m^2),0.3273194822541751
Spring/Summer,2,13,Berth C,A,95.1,10.3685,5.5,0.3,0.8,0.04,8,0.39,2.1661866666666658e-4,0.0014892533333333328,13,0.03905384615384614,0.1666297435897435,1.1455794871794867,0.5077,ω3~PUFA~(g/m^2),0.2249995165096483
Spring/Summer,2,13,Berth C,B,94.8,8.8591,4.4,0.2,0.81,0.04,8.1,0.42,1.9936800000000003e-4,0.0010829866666666667,13,0.035500000000000004,0.15336000000000002,0.8330666666666667,0.4615,Fat~(g/m^2),1.9936800000000003
Spring/Summer,2,13,Berth C,B,94.8,8.8591,4.4,0.2,0.81,0.04,8.1,0.42,1.9936800000000003e-4,0.0010829866666666667,13,0.035500000000000004,0.15336000000000002,0.8330666666666667,0.4615,Dry~weight~(g),0.4615
Spring/Summer,2,13,Berth C,B,94.8,8.8591,4.4,0.2,0.81,0.04,8.1,0.42,1.9936800000000003e-4,0.0010829866666666667,13,0.035500000000000004,0.15336000000000002,0.8330666666666667,0.4615,Protein~(g/m^2),10.829866666666668
Spring/Summer,2,13,Berth C,B,94.8,8.8591,4.4,0.2,0.81,0.04,8.1,0.42,1.9936800000000003e-4,0.0010829866666666667,13,0.035500000000000004,0.15336000000000002,0.8330666666666667,0.4615,EPA~(g/m^2),0.0525341893169236
Spring/Summer,2,13,Berth C,B,94.8,8.8591,4.4,0.2,0.81,0.04,8.1,0.42,1.9936800000000003e-4,0.0010829866666666667,13,0.035500000000000004,0.15336000000000002,0.8330666666666667,0.4615,SFA~(g/m^2),0.8617198993106282
Spring/Summer,2,13,Berth C,B,94.8,8.8591,4.4,0.2,0.81,0.04,8.1,0.42,1.9936800000000003e-4,0.0010829866666666667,13,0.035500000000000004,0.15336000000000002,0.8330666666666667,0.4615,MUFA~(g/m^2),0.3889121954583161
Spring/Summer,2,13,Berth C,B,94.8,8.8591,4.4,0.2,0.81,0.04,8.1,0.42,1.9936800000000003e-4,0.0010829866666666667,13,0.035500000000000004,0.15336000000000002,0.8330666666666667,0.4615,PUFA~(g/m^2),0.19612764011651473
Spring/Summer,2,13,Berth C,B,94.8,8.8591,4.4,0.2,0.81,0.04,8.1,0.42,1.9936800000000003e-4,0.0010829866666666667,13,0.035500000000000004,0.15336000000000002,0.8330666666666667,0.4615,ω3~PUFA~(g/m^2),0.12528608179520867
Spring/Summer,2,13,Berth C,C,94.8,13.8409,4.4,0.2,0.69,0.04,6.9,0.36,2.649599999999999e-4,0.0016895999999999997,13,0.055384615384615365,0.20381538461538454,1.2996923076923075,0.72,Fat~(g/m^2),2.649599999999999
Spring/Summer,2,13,Berth C,C,94.8,13.8409,4.4,0.2,0.69,0.04,6.9,0.36,2.649599999999999e-4,0.0016895999999999997,13,0.055384615384615365,0.20381538461538454,1.2996923076923075,0.72,Dry~weight~(g),0.7199999999999998
Spring/Summer,2,13,Berth C,C,94.8,13.8409,4.4,0.2,0.69,0.04,6.9,0.36,2.649599999999999e-4,0.0016895999999999997,13,0.055384615384615365,0.20381538461538454,1.2996923076923075,0.72,Protein~(g/m^2),16.895999999999997
Spring/Summer,2,13,Berth C,C,94.8,13.8409,4.4,0.2,0.69,0.04,6.9,0.36,2.649599999999999e-4,0.0016895999999999997,13,0.055384615384615365,0.20381538461538454,1.2996923076923075,0.72,EPA~(g/m^2),0.09175823818551236
Spring/Summer,2,13,Berth C,C,94.8,13.8409,4.4,0.2,0.69,0.04,6.9,0.36,2.649599999999999e-4,0.0016895999999999997,13,0.055384615384615365,0.20381538461538454,1.2996923076923075,0.72,SFA~(g/m^2),1.0827472105890454
Spring/Summer,2,13,Berth C,C,94.8,13.8409,4.4,0.2,0.69,0.04,6.9,0.36,2.649599999999999e-4,0.0016895999999999997,13,0.055384615384615365,0.20381538461538454,1.2996923076923075,0.72,MUFA~(g/m^2),0.5044569187687237
Spring/Summer,2,13,Berth C,C,94.8,13.8409,4.4,0.2,0.69,0.04,6.9,0.36,2.649599999999999e-4,0.0016895999999999997,13,0.055384615384615365,0.20381538461538454,1.2996923076923075,0.72,PUFA~(g/m^2),0.3200868773913222
Spring/Summer,2,13,Berth C,C,94.8,13.8409,4.4,0.2,0.69,0.04,6.9,0.36,2.649599999999999e-4,0.0016895999999999997,13,0.055384615384615365,0.20381538461538454,1.2996923076923075,0.72,ω3~PUFA~(g/m^2),0.2144582078521859
Spring/Summer,2,13,Berth G,A,94.9,14.8159,5.2,0.3,1.01,0.05,10.1,0.52,4.097098666666668e-4,0.002109397333333334,13,0.05850769230769232,0.31516143589743595,1.6226133333333337,0.7606,Fat~(g/m^2),4.0970986666666676
Spring/Summer,2,13,Berth G,A,94.9,14.8159,5.2,0.3,1.01,0.05,10.1,0.52,4.097098666666668e-4,0.002109397333333334,13,0.05850769230769232,0.31516143589743595,1.6226133333333337,0.7606,Dry~weight~(g),0.7606000000000002
Spring/Summer,2,13,Berth G,A,94.9,14.8159,5.2,0.3,1.01,0.05,10.1,0.52,4.097098666666668e-4,0.002109397333333334,13,0.05850769230769232,0.31516143589743595,1.6226133333333337,0.7606,Protein~(g/m^2),21.093973333333338
Spring/Summer,2,13,Berth G,A,94.9,14.8159,5.2,0.3,1.01,0.05,10.1,0.52,4.097098666666668e-4,0.002109397333333334,13,0.05850769230769232,0.31516143589743595,1.6226133333333337,0.7606,EPA~(g/m^2),0.15085655252036617
Spring/Summer,2,13,Berth G,A,94.9,14.8159,5.2,0.3,1.01,0.05,10.1,0.52,4.097098666666668e-4,0.002109397333333334,13,0.05850769230769232,0.31516143589743595,1.6226133333333337,0.7606,SFA~(g/m^2),1.7030392983440477
Spring/Summer,2,13,Berth G,A,94.9,14.8159,5.2,0.3,1.01,0.05,10.1,0.52,4.097098666666668e-4,0.002109397333333334,13,0.05850769230769232,0.31516143589743595,1.6226133333333337,0.7606,MUFA~(g/m^2),0.6978755299203029
Spring/Summer,2,13,Berth G,A,94.9,14.8159,5.2,0.3,1.01,0.05,10.1,0.52,4.097098666666668e-4,0.002109397333333334,13,0.05850769230769232,0.31516143589743595,1.6226133333333337,0.7606,PUFA~(g/m^2),0.5768623388767916
Spring/Summer,2,13,Berth G,A,94.9,14.8159,5.2,0.3,1.01,0.05,10.1,0.52,4.097098666666668e-4,0.002109397333333334,13,0.05850769230769232,0.31516143589743595,1.6226133333333337,0.7606,ω3~PUFA~(g/m^2),0.397146271961225
Spring/Summer,2,13,Berth G,B,93.6,15.6049,4.6,0.3,0.95,0.06,9.5,0.6,5.024613333333332e-4,0.0024329706666666663,13,0.07628461538461537,0.38650871794871783,1.8715158974358972,0.9917,Fat~(g/m^2),5.024613333333332
Spring/Summer,2,13,Berth G,B,93.6,15.6049,4.6,0.3,0.95,0.06,9.5,0.6,5.024613333333332e-4,0.0024329706666666663,13,0.07628461538461537,0.38650871794871783,1.8715158974358972,0.9917,Dry~weight~(g),0.9916999999999998
Spring/Summer,2,13,Berth G,B,93.6,15.6049,4.6,0.3,0.95,0.06,9.5,0.6,5.024613333333332e-4,0.0024329706666666663,13,0.07628461538461537,0.38650871794871783,1.8715158974358972,0.9917,Protein~(g/m^2),24.329706666666663
Spring/Summer,2,13,Berth G,B,93.6,15.6049,4.6,0.3,0.95,0.06,9.5,0.6,5.024613333333332e-4,0.0024329706666666663,13,0.07628461538461537,0.38650871794871783,1.8715158974358972,0.9917,EPA~(g/m^2),0.12817954190694833
Spring/Summer,2,13,Berth G,B,93.6,15.6049,4.6,0.3,0.95,0.06,9.5,0.6,5.024613333333332e-4,0.0024329706666666663,13,0.07628461538461537,0.38650871794871783,1.8715158974358972,0.9917,SFA~(g/m^2),2.2351307620024112
Spring/Summer,2,13,Berth G,B,93.6,15.6049,4.6,0.3,0.95,0.06,9.5,0.6,5.024613333333332e-4,0.0024329706666666663,13,0.07628461538461537,0.38650871794871783,1.8715158974358972,0.9917,MUFA~(g/m^2),0.8876433277056174
Spring/Summer,2,13,Berth G,B,93.6,15.6049,4.6,0.3,0.95,0.06,9.5,0.6,5.024613333333332e-4,0.0024329706666666663,13,0.07628461538461537,0.38650871794871783,1.8715158974358972,0.9917,PUFA~(g/m^2),0.5391551981461014
Spring/Summer,2,13,Berth G,B,93.6,15.6049,4.6,0.3,0.95,0.06,9.5,0.6,5.024613333333332e-4,0.0024329706666666663,13,0.07628461538461537,0.38650871794871783,1.8715158974358972,0.9917,ω3~PUFA~(g/m^2),0.3641100112294251
Spring/Summer,2,13,Berth G,C,92.4,12.5983,4.2,0.3,0.89,0.07,8.9,0.68,4.5283200000000034e-4,0.0021369600000000015,13,0.07338461538461544,0.34833230769230794,1.6438153846153858,0.954,Fat~(g/m^2),4.5283200000000035
Spring/Summer,2,13,Berth G,C,92.4,12.5983,4.2,0.3,0.89,0.07,8.9,0.68,4.5283200000000034e-4,0.0021369600000000015,13,0.07338461538461544,0.34833230769230794,1.6438153846153858,0.954,Dry~weight~(g),0.9540000000000006
Spring/Summer,2,13,Berth G,C,92.4,12.5983,4.2,0.3,0.89,0.07,8.9,0.68,4.5283200000000034e-4,0.0021369600000000015,13,0.07338461538461544,0.34833230769230794,1.6438153846153858,0.954,Protein~(g/m^2),21.369600000000016
Spring/Summer,2,13,Berth G,C,92.4,12.5983,4.2,0.3,0.89,0.07,8.9,0.68,4.5283200000000034e-4,0.0021369600000000015,13,0.07338461538461544,0.34833230769230794,1.6438153846153858,0.954,EPA~(g/m^2),0.15253087473389332
Spring/Summer,2,13,Berth G,C,92.4,12.5983,4.2,0.3,0.89,0.07,8.9,0.68,4.5283200000000034e-4,0.0021369600000000015,13,0.07338461538461544,0.34833230769230794,1.6438153846153858,0.954,SFA~(g/m^2),1.8939250279458413
Spring/Summer,2,13,Berth G,C,92.4,12.5983,4.2,0.3,0.89,0.07,8.9,0.68,4.5283200000000034e-4,0.0021369600000000015,13,0.07338461538461544,0.34833230769230794,1.6438153846153858,0.954,MUFA~(g/m^2),0.8752366859730543
Spring/Summer,2,13,Berth G,C,92.4,12.5983,4.2,0.3,0.89,0.07,8.9,0.68,4.5283200000000034e-4,0.0021369600000000015,13,0.07338461538461544,0.34833230769230794,1.6438153846153858,0.954,PUFA~(g/m^2),0.5963230864596494
Spring/Summer,2,13,Berth G,C,92.4,12.5983,4.2,0.3,0.89,0.07,8.9,0.68,4.5283200000000034e-4,0.0021369600000000015,13,0.07338461538461544,0.34833230769230794,1.6438153846153858,0.954,ω3~PUFA~(g/m^2),0.39730661180685534
Spring/Summer,2,32,Berth C,A,87.6,28.6845,7.3,0.9,0.6,0.08,6,0.75,0.0011418239999999998,0.013892191999999996,32,0.11150624999999997,0.35681999999999997,4.341309999999999,3.5682,Fat~(g/m^2),11.418239999999999
Spring/Summer,2,32,Berth C,A,87.6,28.6845,7.3,0.9,0.6,0.08,6,0.75,0.0011418239999999998,0.013892191999999996,32,0.11150624999999997,0.35681999999999997,4.341309999999999,3.5682,Dry~weight~(g),3.568199999999999
Spring/Summer,2,32,Berth C,A,87.6,28.6845,7.3,0.9,0.6,0.08,6,0.75,0.0011418239999999998,0.013892191999999996,32,0.11150624999999997,0.35681999999999997,4.341309999999999,3.5682,Protein~(g/m^2),138.92191999999997
Spring/Summer,2,32,Berth C,A,87.6,28.6845,7.3,0.9,0.6,0.08,6,0.75,0.0011418239999999998,0.013892191999999996,32,0.11150624999999997,0.35681999999999997,4.341309999999999,3.5682,EPA~(g/m^2),0.6262803104442228
Spring/Summer,2,32,Berth C,A,87.6,28.6845,7.3,0.9,0.6,0.08,6,0.75,0.0011418239999999998,0.013892191999999996,32,0.11150624999999997,0.35681999999999997,4.341309999999999,3.5682,SFA~(g/m^2),3.847939907405827
Spring/Summer,2,32,Berth C,A,87.6,28.6845,7.3,0.9,0.6,0.08,6,0.75,0.0011418239999999998,0.013892191999999996,32,0.11150624999999997,0.35681999999999997,4.341309999999999,3.5682,MUFA~(g/m^2),1.6670108263294756
Spring/Summer,2,32,Berth C,A,87.6,28.6845,7.3,0.9,0.6,0.08,6,0.75,0.0011418239999999998,0.013892191999999996,32,0.11150624999999997,0.35681999999999997,4.341309999999999,3.5682,PUFA~(g/m^2),2.3163161481870884
Spring/Summer,2,32,Berth C,A,87.6,28.6845,7.3,0.9,0.6,0.08,6,0.75,0.0011418239999999998,0.013892191999999996,32,0.11150624999999997,0.35681999999999997,4.341309999999999,3.5682,ω3~PUFA~(g/m^2),1.6292498076115147
Spring/Summer,2,32,Berth C,B,90.9,32.4905,4.8,0.4,0.71,0.06,7.1,0.64,0.0011141130666666665,0.007532031999999999,32,0.09194374999999999,0.3481603333333333,2.35376,2.9422,Fat~(g/m^2),11.141130666666665
Spring/Summer,2,32,Berth C,B,90.9,32.4905,4.8,0.4,0.71,0.06,7.1,0.64,0.0011141130666666665,0.007532031999999999,32,0.09194374999999999,0.3481603333333333,2.35376,2.9422,Dry~weight~(g),2.9421999999999997
Spring/Summer,2,32,Berth C,B,90.9,32.4905,4.8,0.4,0.71,0.06,7.1,0.64,0.0011141130666666665,0.007532031999999999,32,0.09194374999999999,0.3481603333333333,2.35376,2.9422,Protein~(g/m^2),75.32032
Spring/Summer,2,32,Berth C,B,90.9,32.4905,4.8,0.4,0.71,0.06,7.1,0.64,0.0011141130666666665,0.007532031999999999,32,0.09194374999999999,0.3481603333333333,2.35376,2.9422,EPA~(g/m^2),0.5272392111534329
Spring/Summer,2,32,Berth C,B,90.9,32.4905,4.8,0.4,0.71,0.06,7.1,0.64,0.0011141130666666665,0.007532031999999999,32,0.09194374999999999,0.3481603333333333,2.35376,2.9422,SFA~(g/m^2),4.217913689227463
Spring/Summer,2,32,Berth C,B,90.9,32.4905,4.8,0.4,0.71,0.06,7.1,0.64,0.0011141130666666665,0.007532031999999999,32,0.09194374999999999,0.3481603333333333,2.35376,2.9422,MUFA~(g/m^2),1.751506531967336
Spring/Summer,2,32,Berth C,B,90.9,32.4905,4.8,0.4,0.71,0.06,7.1,0.64,0.0011141130666666665,0.007532031999999999,32,0.09194374999999999,0.3481603333333333,2.35376,2.9422,PUFA~(g/m^2),1.9543595843941652
Spring/Summer,2,32,Berth C,B,90.9,32.4905,4.8,0.4,0.71,0.06,7.1,0.64,0.0011141130666666665,0.007532031999999999,32,0.09194374999999999,0.3481603333333333,2.35376,2.9422,ω3~PUFA~(g/m^2),1.2099693083080474
Spring/Summer,2,32,Berth C,C,82.1,18.2093,5.7,1,0.65,0.12,6.5,1.16,0.0011281573333333337,0.009893072000000003,32,0.10169687500000002,0.35254916666666675,3.0915850000000007,3.2543,Fat~(g/m^2),11.281573333333336
Spring/Summer,2,32,Berth C,C,82.1,18.2093,5.7,1,0.65,0.12,6.5,1.16,0.0011281573333333337,0.009893072000000003,32,0.10169687500000002,0.35254916666666675,3.0915850000000007,3.2543,Dry~weight~(g),3.2543000000000006
Spring/Summer,2,32,Berth C,C,82.1,18.2093,5.7,1,0.65,0.12,6.5,1.16,0.0011281573333333337,0.009893072000000003,32,0.10169687500000002,0.35254916666666675,3.0915850000000007,3.2543,Protein~(g/m^2),98.93072000000002
Spring/Summer,2,32,Berth C,C,82.1,18.2093,5.7,1,0.65,0.12,6.5,1.16,0.0011281573333333337,0.009893072000000003,32,0.10169687500000002,0.35254916666666675,3.0915850000000007,3.2543,EPA~(g/m^2),0.5753911226724873
Spring/Summer,2,32,Berth C,C,82.1,18.2093,5.7,1,0.65,0.12,6.5,1.16,0.0011281573333333337,0.009893072000000003,32,0.10169687500000002,0.35254916666666675,3.0915850000000007,3.2543,SFA~(g/m^2),3.647440288566064
Spring/Summer,2,32,Berth C,C,82.1,18.2093,5.7,1,0.65,0.12,6.5,1.16,0.0011281573333333337,0.009893072000000003,32,0.10169687500000002,0.35254916666666675,3.0915850000000007,3.2543,MUFA~(g/m^2),1.5904170250119218
Spring/Summer,2,32,Berth C,C,82.1,18.2093,5.7,1,0.65,0.12,6.5,1.16,0.0011281573333333337,0.009893072000000003,32,0.10169687500000002,0.35254916666666675,3.0915850000000007,3.2543,PUFA~(g/m^2),2.0084746375786504
Spring/Summer,2,32,Berth C,C,82.1,18.2093,5.7,1,0.65,0.12,6.5,1.16,0.0011281573333333337,0.009893072000000003,32,0.10169687500000002,0.35254916666666675,3.0915850000000007,3.2543,ω3~PUFA~(g/m^2),1.4079101532892424
