contrast,estimate,SE,df,t.ratio,p.value
Nil - 13,-0.07111685158433488,0.10411808058536669,5.999999999999997,-0.683040363253969,0.7815311107966496
Nil - 54,-0.5236402086066198,0.10411808058536669,6.000000000000002,-5.029291796992798,0.005710682704633596
13 - 54,-0.45252335702228486,0.10411808058536673,6.0000000000000036,-4.346251433738827,0.011475554678940458
